Name	Start	Duration	Time Format	Type	Description
LFX - SL FOCUS	0:00.000	0:33.461	decimal	Cue	
LFX - SR FOCUS	0:33.461	0:27.467	decimal	Cue	
LFX - DUO TAB SPOT	1:00.929	0:25.584	decimal	Cue	
LFX - LOW SPOTLIGHT	1:00.929	0:25.584	decimal	Cue	
LFX - SPOTLIGHT	1:26.513	0:53.119	decimal	Cue	
LFX - LOW STAGE WASH	1:34.118	0:35.661	decimal	Cue	
LFX - LOW SPOTLIGHT	2:19.633	0:04.433	decimal	Cue	
LFX - LED STATIC BLUE	2:19.633	0:04.433	decimal	Cue	
